-265.55459594727	-237.69802856445
-265.55459594727	-237.69802856445
-265.55459594727	-237.69802856445
-266.41732788086	-237.69802856445
-266.41732788086	-237.69802856445
-252.16806030273	-247.89002990723
-252.14602661133	-247.89002990723
-252.14602661133	-247.89002990723
-278.04666137695	-258.4299621582
-278.10595703125	-258.4299621582
-278.10595703125	-258.4299621582
-271.78329467773	-237.69802856445
-278.10595703125	-254.57949829102
-278.10595703125	-254.57949829102
-278.10595703125	-246.19076538086
-278.10595703125	-246.19076538086
-251.38333129883	-244.13966369629
-252.14797973633	-247.82553100586
-278.10595703125	-243.2628326416
-278.10595703125	-243.2628326416
-278.10595703125	-243.2628326416
